Day,AMPM,Time,Activity,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12
13,AM,8:30-10:00,w5a,1,0,0,1,1,0,0,1,1,0,1,0
13,AM,8:30-10:00,w5b,0,1,1,0,0,1,1,0,0,1,0,1
13,AM,10:30-12:00,w5a,1,0,0,1,1,0,0,1,1,0,1,0
13,AM,10:30-12:00,w5b,0,1,1,0,0,1,1,0,0,1,0,1
13,PM,1:00-2:30,w5a,1,0,0,1,1,0,0,1,1,0,1,0
13,PM,1:00-2:30,w5b,0,1,1,0,0,1,1,0,0,1,0,1
13,PM,2:45-4:30,w5a,1,0,0,1,1,0,0,1,1,0,1,0
13,PM,2:45-4:30,w5b,0,1,1,0,0,1,1,0,0,1,0,1
